"x, mkm","Potential energy, eV, VCh=0.21, VSG=-0.36","Potential energy, eV, VCh=0.24, VSG=-0.27"
-96,-0.18981,-0.19111
-95.9,-0.18981,-0.19111
-95.8,-0.18981,-0.19111
-95.7,-0.18981,-0.19111
-95.6,-0.18981,-0.19111
-95.5,-0.1898,-0.19111
-95.4,-0.1898,-0.1911
-95.3,-0.1898,-0.1911
-95.2,-0.18979,-0.1911
-95.1,-0.18979,-0.19109
-95,-0.18978,-0.19109
-94.9,-0.18978,-0.19109
-94.8,-0.18977,-0.19108
-94.7,-0.18977,-0.19107
-94.6,-0.18976,-0.19107
-94.5,-0.18975,-0.19106
-94.4,-0.18974,-0.19106
-94.3,-0.18974,-0.19105
-94.2,-0.18973,-0.19104
-94.1,-0.18972,-0.19103
-94,-0.18971,-0.19102
-93.9,-0.1897,-0.19101
-93.8,-0.18969,-0.19101
-93.7,-0.18967,-0.191
-93.6,-0.18966,-0.19099
-93.5,-0.18965,-0.19097
-93.4,-0.18964,-0.19096
-93.3,-0.18962,-0.19095
-93.2,-0.18961,-0.19094
-93.1,-0.18959,-0.19093
-93,-0.18958,-0.19091
-92.9,-0.18956,-0.1909
-92.8,-0.18955,-0.19089
-92.7,-0.18953,-0.19087
-92.6,-0.18951,-0.19086
-92.5,-0.1895,-0.19084
-92.4,-0.18948,-0.19083
-92.3,-0.18946,-0.19081
-92.2,-0.18944,-0.19079
-92.1,-0.18942,-0.19078
-92,-0.1894,-0.19076
-91.9,-0.18938,-0.19074
-91.8,-0.18936,-0.19072
-91.7,-0.18933,-0.1907
-91.6,-0.18931,-0.19069
-91.5,-0.18929,-0.19067
-91.4,-0.18927,-0.19065
-91.3,-0.18924,-0.19062
-91.2,-0.18922,-0.1906
-91.1,-0.18919,-0.19058
-91,-0.18917,-0.19056
-90.9,-0.18914,-0.19054
-90.8,-0.18911,-0.19052
-90.7,-0.18909,-0.19049
-90.6,-0.18906,-0.19047
-90.5,-0.18903,-0.19044
-90.4,-0.189,-0.19042
-90.3,-0.18897,-0.1904
-90.2,-0.18894,-0.19037
-90.1,-0.18891,-0.19034
-90,-0.18888,-0.19032
-89.9,-0.18885,-0.19029
-89.8,-0.18882,-0.19026
-89.7,-0.18879,-0.19024
-89.6,-0.18875,-0.19021
-89.5,-0.18872,-0.19018
-89.4,-0.18869,-0.19015
-89.3,-0.18865,-0.19012
-89.2,-0.18862,-0.19009
-89.1,-0.18858,-0.19006
-89,-0.18855,-0.19003
-88.9,-0.18851,-0.19
-88.8,-0.18847,-0.18997
-88.7,-0.18844,-0.18994
-88.6,-0.1884,-0.18991
-88.5,-0.18836,-0.18987
-88.4,-0.18832,-0.18984
-88.3,-0.18828,-0.18981
-88.2,-0.18824,-0.18977
-88.1,-0.1882,-0.18974
-88,-0.18816,-0.1897
-87.9,-0.18812,-0.18967
-87.8,-0.18808,-0.18963
-87.7,-0.18803,-0.1896
-87.6,-0.18799,-0.18956
-87.5,-0.18795,-0.18952
-87.4,-0.1879,-0.18949
-87.3,-0.18786,-0.18945
-87.2,-0.18782,-0.18941
-87.1,-0.18777,-0.18938
-87,-0.18772,-0.18934
-86.9,-0.18768,-0.1893
-86.8,-0.18763,-0.18926
-86.7,-0.18758,-0.18922
-86.6,-0.18754,-0.18918
-86.5,-0.18749,-0.18914
-86.4,-0.18744,-0.1891
-86.3,-0.18739,-0.18906
-86.2,-0.18735,-0.18902
-86.1,-0.1873,-0.18898
-86,-0.18725,-0.18894
-85.9,-0.1872,-0.1889
-85.8,-0.18715,-0.18885
-85.7,-0.1871,-0.18881
-85.6,-0.18704,-0.18877
-85.5,-0.18699,-0.18873
-85.4,-0.18694,-0.18869
-85.3,-0.18689,-0.18864
-85.2,-0.18684,-0.1886
-85.1,-0.18679,-0.18856
-85,-0.18674,-0.18852
-84.9,-0.18668,-0.18847
-84.8,-0.18663,-0.18843
-84.7,-0.18658,-0.18839
-84.6,-0.18652,-0.18834
-84.5,-0.18647,-0.1883
-84.4,-0.18642,-0.18826
-84.3,-0.18636,-0.18821
-84.2,-0.18631,-0.18817
-84.1,-0.18626,-0.18813
-84,-0.18621,-0.18809
-83.9,-0.18615,-0.18805
-83.8,-0.1861,-0.188
-83.7,-0.18605,-0.18796
-83.6,-0.186,-0.18792
-83.5,-0.18594,-0.18788
-83.4,-0.18589,-0.18784
-83.3,-0.18584,-0.1878
-83.2,-0.18579,-0.18776
-83.1,-0.18574,-0.18772
-83,-0.18569,-0.18769
-82.9,-0.18564,-0.18765
-82.8,-0.18559,-0.18761
-82.7,-0.18554,-0.18758
-82.6,-0.1855,-0.18754
-82.5,-0.18545,-0.18751
-82.4,-0.1854,-0.18748
-82.3,-0.18536,-0.18745
-82.2,-0.18532,-0.18741
-82.1,-0.18527,-0.18739
-82,-0.18523,-0.18736
-81.9,-0.18519,-0.18733
-81.8,-0.18516,-0.18731
-81.7,-0.18512,-0.18729
-81.6,-0.18509,-0.18727
-81.5,-0.18505,-0.18725
-81.4,-0.18502,-0.18724
-81.3,-0.185,-0.18722
-81.2,-0.18497,-0.18721
-81.1,-0.18494,-0.1872
-81,-0.18492,-0.1872
-80.9,-0.1849,-0.18719
-80.8,-0.18489,-0.1872
-80.7,-0.18488,-0.1872
-80.6,-0.18487,-0.18721
-80.5,-0.18487,-0.18723
-80.4,-0.18487,-0.18724
-80.3,-0.18488,-0.18726
-80.2,-0.18488,-0.18729
-80.1,-0.1849,-0.18732
-80,-0.18491,-0.18735
-79.9,-0.18493,-0.18739
-79.8,-0.18496,-0.18744
-79.7,-0.185,-0.1875
-79.6,-0.18505,-0.18756
-79.5,-0.1851,-0.18763
-79.4,-0.18516,-0.18771
-79.3,-0.18523,-0.1878
-79.2,-0.1853,-0.18789
-79.1,-0.18539,-0.188
-79,-0.18548,-0.18811
-78.9,-0.18557,-0.18823
-78.8,-0.18569,-0.18836
-78.7,-0.18581,-0.18851
-78.6,-0.18596,-0.18867
-78.5,-0.18612,-0.18886
-78.4,-0.1863,-0.18906
-78.3,-0.18649,-0.18927
-78.2,-0.1867,-0.1895
-78.1,-0.18692,-0.18975
-78,-0.18717,-0.19002
-77.9,-0.18742,-0.1903
-77.8,-0.1877,-0.1906
-77.7,-0.18799,-0.19091
-77.6,-0.18831,-0.19127
-77.5,-0.18868,-0.19165
-77.4,-0.18908,-0.19208
-77.3,-0.18951,-0.19254
-77.2,-0.18998,-0.19303
-77.1,-0.19049,-0.19357
-77,-0.19103,-0.19414
-76.9,-0.1916,-0.19474
-76.8,-0.19222,-0.19538
-76.7,-0.19287,-0.19606
-76.6,-0.19356,-0.19678
-76.5,-0.19432,-0.19758
-76.4,-0.19518,-0.19846
-76.3,-0.19612,-0.19943
-76.2,-0.19714,-0.20049
-76.1,-0.19825,-0.20163
-76,-0.19945,-0.20286
-75.9,-0.20073,-0.20418
-75.8,-0.2021,-0.20558
-75.7,-0.20355,-0.20707
-75.6,-0.20509,-0.20865
-75.5,-0.20672,-0.21032
-75.4,-0.20855,-0.21218
-75.3,-0.21056,-0.21423
-75.2,-0.21277,-0.21648
-75.1,-0.21517,-0.21893
-75,-0.21777,-0.22156
-74.9,-0.22056,-0.22439
-74.8,-0.22354,-0.22742
-74.7,-0.22672,-0.23064
-74.6,-0.23009,-0.23405
-74.5,-0.23365,-0.23766
-74.4,-0.2374,-0.24146
-74.3,-0.24149,-0.2456
-74.2,-0.24589,-0.25005
-74.1,-0.25043,-0.25464
-74,-0.2551,-0.25936
-73.9,-0.2599,-0.26421
-73.8,-0.26484,-0.2692
-73.7,-0.26992,-0.27432
-73.6,-0.27512,-0.27957
-73.5,-0.28046,-0.28496
-73.4,-0.28594,-0.29048
-73.3,-0.29155,-0.29613
-73.2,-0.29729,-0.30192
-73.1,-0.30253,-0.30721
-73,-0.30755,-0.31227
-72.9,-0.31235,-0.31713
-72.8,-0.31695,-0.32177
-72.7,-0.32134,-0.32621
-72.6,-0.32551,-0.33043
-72.5,-0.32948,-0.33445
-72.4,-0.33324,-0.33826
-72.3,-0.33678,-0.34186
-72.2,-0.34012,-0.34525
-72.1,-0.34325,-0.34843
-72,-0.34601,-0.35125
-71.9,-0.34851,-0.3538
-71.8,-0.35085,-0.35621
-71.7,-0.35305,-0.35846
-71.6,-0.35509,-0.36057
-71.5,-0.35698,-0.36253
-71.4,-0.35872,-0.36433
-71.3,-0.36031,-0.36599
-71.2,-0.36174,-0.36749
-71.1,-0.36303,-0.36885
-71,-0.36416,-0.37006
-70.9,-0.36515,-0.37112
-70.8,-0.36605,-0.37209
-70.7,-0.36688,-0.373
-70.6,-0.36764,-0.37385
-70.5,-0.36834,-0.37463
-70.4,-0.36897,-0.37534
-70.3,-0.36954,-0.37599
-70.2,-0.37003,-0.37657
-70.1,-0.37046,-0.37709
-70,-0.37082,-0.37754
-69.9,-0.37111,-0.37793
-69.8,-0.37134,-0.37825
-69.7,-0.3715,-0.3785
-69.6,-0.37162,-0.37872
-69.5,-0.37171,-0.37891
-69.4,-0.37176,-0.37906
-69.3,-0.37178,-0.37919
-69.2,-0.37177,-0.37927
-69.1,-0.37171,-0.37932
-69,-0.37163,-0.37934
-68.9,-0.37151,-0.37933
-68.8,-0.37135,-0.37928
-68.7,-0.37116,-0.3792
-68.6,-0.37093,-0.37909
-68.5,-0.37067,-0.37894
-68.4,-0.37039,-0.37877
-68.3,-0.37008,-0.37858
-68.2,-0.36976,-0.37838
-68.1,-0.36941,-0.37815
-68,-0.36904,-0.37789
-67.9,-0.36864,-0.37762
-67.8,-0.36823,-0.37733
-67.7,-0.36779,-0.37701
-67.6,-0.36733,-0.37667
-67.5,-0.36685,-0.37631
-67.4,-0.36634,-0.37593
-67.3,-0.36581,-0.37553
-67.2,-0.36528,-0.37512
-67.1,-0.36474,-0.3747
-67,-0.36419,-0.37428
-66.9,-0.36362,-0.37384
-66.8,-0.36305,-0.37339
-66.7,-0.36247,-0.37293
-66.6,-0.36187,-0.37246
-66.5,-0.36127,-0.37199
-66.4,-0.36066,-0.3715
-66.3,-0.36003,-0.371
-66.2,-0.3594,-0.37049
-66.1,-0.35876,-0.36997
-66,-0.35811,-0.36945
-65.9,-0.35746,-0.36893
-65.8,-0.35682,-0.3684
-65.7,-0.35618,-0.36788
-65.6,-0.35553,-0.36736
-65.5,-0.35489,-0.36683
-65.4,-0.35425,-0.36631
-65.3,-0.35361,-0.36579
-65.2,-0.35297,-0.36526
-65.1,-0.35233,-0.36474
-65,-0.3517,-0.36421
-64.9,-0.35106,-0.36369
-64.8,-0.35044,-0.36318
-64.7,-0.34983,-0.36268
-64.6,-0.34923,-0.36218
-64.5,-0.34863,-0.36169
-64.4,-0.34804,-0.3612
-64.3,-0.34746,-0.36072
-64.2,-0.34688,-0.36024
-64.1,-0.3463,-0.35977
-64,-0.34574,-0.3593
-63.9,-0.34518,-0.35883
-63.8,-0.34462,-0.35837
-63.7,-0.34407,-0.35792
-63.6,-0.34353,-0.35747
-63.5,-0.34301,-0.35703
-63.4,-0.3425,-0.35661
-63.3,-0.34199,-0.35619
-63.2,-0.34149,-0.35577
-63.1,-0.341,-0.35537
-63,-0.34052,-0.35497
-62.9,-0.34004,-0.35457
-62.8,-0.33958,-0.35418
-62.7,-0.33912,-0.3538
-62.6,-0.33867,-0.35343
-62.5,-0.33823,-0.35306
-62.4,-0.33779,-0.3527
-62.3,-0.33738,-0.35235
-62.2,-0.33697,-0.35201
-62.1,-0.33656,-0.35167
-62,-0.33616,-0.35134
-61.9,-0.33576,-0.35101
-61.8,-0.33537,-0.35069
-61.7,-0.33499,-0.35037
-61.6,-0.33461,-0.35005
-61.5,-0.33423,-0.34974
-61.4,-0.33386,-0.34943
-61.3,-0.33349,-0.34912
-61.2,-0.33313,-0.34882
-61.1,-0.33279,-0.34854
-61,-0.33246,-0.34826
-60.9,-0.33213,-0.34798
-60.8,-0.3318,-0.34771
-60.7,-0.33148,-0.34744
-60.6,-0.33116,-0.34718
-60.5,-0.33085,-0.34692
-60.4,-0.33054,-0.34666
-60.3,-0.33023,-0.34641
-60.2,-0.32993,-0.34615
-60.1,-0.32964,-0.34591
-60,-0.32935,-0.34567
-59.9,-0.32905,-0.34542
-59.8,-0.32875,-0.34517
-59.7,-0.32846,-0.34492
-59.6,-0.32817,-0.34468
-59.5,-0.32788,-0.34444
-59.4,-0.3276,-0.3442
-59.3,-0.32732,-0.34397
-59.2,-0.32705,-0.34374
-59.1,-0.32677,-0.34351
-59,-0.32651,-0.34328
-58.9,-0.32624,-0.34306
-58.8,-0.32598,-0.34284
-58.7,-0.32569,-0.3426
-58.6,-0.32541,-0.34236
-58.5,-0.32513,-0.34212
-58.4,-0.32485,-0.34189
-58.3,-0.32457,-0.34165
-58.2,-0.32429,-0.34141
-58.1,-0.32401,-0.34117
-58,-0.32373,-0.34093
-57.9,-0.32345,-0.3407
-57.8,-0.32317,-0.34046
-57.7,-0.32289,-0.34022
-57.6,-0.32261,-0.33998
-57.5,-0.32233,-0.33974
-57.4,-0.32204,-0.33949
-57.3,-0.32174,-0.33924
-57.2,-0.32145,-0.33899
-57.1,-0.32115,-0.33873
-57,-0.32084,-0.33847
-56.9,-0.32053,-0.3382
-56.8,-0.32022,-0.33793
-56.7,-0.3199,-0.33765
-56.6,-0.31957,-0.33738
-56.5,-0.31925,-0.33709
-56.4,-0.31891,-0.3368
-56.3,-0.31857,-0.3365
-56.2,-0.31821,-0.33619
-56.1,-0.31784,-0.33587
-56,-0.31745,-0.33554
-55.9,-0.31706,-0.33519
-55.8,-0.31665,-0.33483
