"x, mkm","Potential energy, eV, VCh=0.01, VSG=-0.55","Potential energy, eV, VCh=0.05 V, VSG=-0.5","Potential energy, eV, VCh=0.1 V, VSG=-0.44","Potential energy, eV, VCh=0.15 V, VSG= -0.39"
6.9,0.11084,0.0687,0.01658,-0.03339
7,0.11084,0.0687,0.01658,-0.03339
7.1,0.11084,0.0687,0.01658,-0.03339
7.2,0.11083,0.0687,0.01658,-0.03339
7.3,0.11083,0.0687,0.01657,-0.0334
7.4,0.11083,0.06869,0.01657,-0.0334
7.5,0.11082,0.06869,0.01656,-0.0334
7.6,0.11082,0.06869,0.01656,-0.03341
7.7,0.11082,0.06868,0.01656,-0.03341
7.8,0.11081,0.06868,0.01656,-0.03341
7.9,0.11081,0.06868,0.01655,-0.03341
8,0.11081,0.06868,0.01655,-0.03341
8.1,0.11081,0.06868,0.01655,-0.03341
8.2,0.11081,0.06867,0.01655,-0.03342
8.3,0.1108,0.06867,0.01655,-0.03342
8.4,0.11081,0.06868,0.01655,-0.03341
8.5,0.11081,0.06868,0.01655,-0.03341
8.6,0.11081,0.06868,0.01655,-0.03341
8.7,0.11081,0.06868,0.01655,-0.03341
8.8,0.11081,0.06868,0.01655,-0.03341
8.9,0.11081,0.06868,0.01655,-0.03341
9,0.1108,0.06867,0.01655,-0.03341
9.1,0.1108,0.06867,0.01655,-0.03341
9.2,0.1108,0.06867,0.01655,-0.03342
9.3,0.1108,0.06867,0.01654,-0.03342
9.4,0.11079,0.06866,0.01654,-0.03342
9.5,0.11079,0.06866,0.01654,-0.03342
9.6,0.11079,0.06866,0.01654,-0.03342
9.7,0.11079,0.06867,0.01654,-0.03342
9.8,0.11079,0.06867,0.01654,-0.03342
9.9,0.11079,0.06867,0.01654,-0.03342
10,0.11079,0.06867,0.01654,-0.03342
10.1,0.11079,0.06866,0.01654,-0.03342
10.2,0.11079,0.06866,0.01654,-0.03342
10.3,0.11079,0.06866,0.01654,-0.03342
10.4,0.11079,0.06866,0.01654,-0.03342
10.5,0.11078,0.06866,0.01654,-0.03343
10.6,0.11078,0.06865,0.01653,-0.03343
10.7,0.11078,0.06865,0.01653,-0.03343
10.8,0.11078,0.06865,0.01653,-0.03343
10.9,0.11078,0.06865,0.01653,-0.03343
11,0.11077,0.06865,0.01653,-0.03343
11.1,0.11077,0.06865,0.01653,-0.03343
11.2,0.11077,0.06865,0.01653,-0.03343
11.3,0.11077,0.06865,0.01653,-0.03343
11.4,0.11077,0.06864,0.01653,-0.03343
11.5,0.11077,0.06864,0.01653,-0.03343
11.6,0.11077,0.06864,0.01652,-0.03344
11.7,0.11077,0.06864,0.01652,-0.03344
11.8,0.11076,0.06864,0.01652,-0.03344
11.9,0.11076,0.06863,0.01652,-0.03344
12,0.11075,0.06863,0.01651,-0.03345
12.1,0.11075,0.06862,0.01651,-0.03345
12.2,0.11074,0.06862,0.0165,-0.03346
12.3,0.11073,0.06861,0.0165,-0.03346
12.4,0.11073,0.06861,0.01649,-0.03347
12.5,0.11072,0.0686,0.01649,-0.03347
12.6,0.11072,0.06859,0.01648,-0.03348
12.7,0.11071,0.06859,0.01647,-0.03348
12.8,0.11071,0.06858,0.01647,-0.03349
12.9,0.1107,0.06858,0.01647,-0.03349
13,0.1107,0.06858,0.01646,-0.03349
13.1,0.1107,0.06858,0.01646,-0.03349
13.2,0.1107,0.06857,0.01646,-0.03349
13.3,0.11069,0.06857,0.01646,-0.03349
13.4,0.11069,0.06857,0.01646,-0.03349
13.5,0.11069,0.06857,0.01646,-0.03349
13.6,0.11069,0.06857,0.01646,-0.03349
13.7,0.11069,0.06857,0.01646,-0.03349
13.8,0.11069,0.06857,0.01646,-0.03349
13.9,0.11069,0.06857,0.01646,-0.03349
14,0.11069,0.06857,0.01646,-0.03349
14.1,0.11069,0.06857,0.01646,-0.03349
14.2,0.11069,0.06857,0.01646,-0.0335
14.3,0.11068,0.06856,0.01645,-0.0335
14.4,0.11068,0.06856,0.01645,-0.0335
14.5,0.11067,0.06855,0.01645,-0.03351
14.6,0.11067,0.06855,0.01644,-0.03351
14.7,0.11066,0.06854,0.01643,-0.03352
14.8,0.11065,0.06854,0.01643,-0.03352
14.9,0.11065,0.06853,0.01642,-0.03353
15,0.11064,0.06852,0.01642,-0.03354
15.1,0.11063,0.06851,0.01641,-0.03354
15.2,0.11062,0.06851,0.0164,-0.03355
15.3,0.11062,0.06851,0.0164,-0.03355
15.4,0.11062,0.0685,0.0164,-0.03355
15.5,0.11062,0.0685,0.0164,-0.03355
15.6,0.11061,0.0685,0.01639,-0.03355
15.7,0.11061,0.06849,0.01639,-0.03356
15.8,0.1106,0.06849,0.01639,-0.03356
15.9,0.1106,0.06849,0.01638,-0.03356
16,0.11059,0.06848,0.01638,-0.03357
16.1,0.11059,0.06847,0.01637,-0.03357
16.2,0.11058,0.06847,0.01637,-0.03358
16.3,0.11057,0.06846,0.01636,-0.03358
16.4,0.11057,0.06846,0.01636,-0.03359
16.5,0.11056,0.06845,0.01635,-0.03359
16.6,0.11056,0.06845,0.01635,-0.0336
16.7,0.11055,0.06844,0.01634,-0.0336
16.8,0.11055,0.06844,0.01634,-0.0336
16.9,0.11054,0.06843,0.01633,-0.03361
17,0.11054,0.06843,0.01633,-0.03361
17.1,0.11053,0.06842,0.01632,-0.03362
17.2,0.11052,0.06842,0.01632,-0.03362
17.3,0.11052,0.06841,0.01631,-0.03363
17.4,0.11051,0.0684,0.01631,-0.03363
17.5,0.11051,0.0684,0.0163,-0.03364
17.6,0.1105,0.0684,0.0163,-0.03364
17.7,0.1105,0.06839,0.0163,-0.03364
17.8,0.1105,0.06839,0.0163,-0.03364
17.9,0.11049,0.06839,0.01629,-0.03365
18,0.11049,0.06838,0.01629,-0.03365
18.1,0.11048,0.06838,0.01628,-0.03365
18.2,0.11048,0.06837,0.01628,-0.03366
18.3,0.11047,0.06837,0.01627,-0.03366
18.4,0.11046,0.06836,0.01627,-0.03367
18.5,0.11046,0.06835,0.01626,-0.03368
18.6,0.11045,0.06835,0.01626,-0.03368
18.7,0.11045,0.06834,0.01625,-0.03368
18.8,0.11044,0.06834,0.01625,-0.03368
18.9,0.11044,0.06834,0.01625,-0.03369
19,0.11044,0.06834,0.01625,-0.03369
19.1,0.11044,0.06833,0.01625,-0.03369
19.2,0.11043,0.06833,0.01625,-0.03369
19.3,0.11043,0.06833,0.01624,-0.03369
19.4,0.11043,0.06833,0.01624,-0.03369
19.5,0.11042,0.06833,0.01624,-0.03369
19.6,0.11042,0.06832,0.01624,-0.03369
19.7,0.11042,0.06832,0.01624,-0.03369
19.8,0.11042,0.06832,0.01623,-0.0337
19.9,0.11041,0.06831,0.01623,-0.0337
20,0.11041,0.06831,0.01623,-0.0337
20.1,0.1104,0.0683,0.01622,-0.03371
20.2,0.1104,0.0683,0.01622,-0.03371
20.3,0.11039,0.06829,0.01621,-0.03372
20.4,0.11038,0.06829,0.01621,-0.03372
20.5,0.11038,0.06828,0.0162,-0.03372
20.6,0.11037,0.06828,0.0162,-0.03373
20.7,0.11036,0.06827,0.01619,-0.03373
20.8,0.11036,0.06826,0.01619,-0.03374
20.9,0.11035,0.06826,0.01618,-0.03375
21,0.11034,0.06825,0.01617,-0.03375
21.1,0.11033,0.06824,0.01616,-0.03376
21.2,0.11032,0.06823,0.01615,-0.03377
21.3,0.11031,0.06822,0.01615,-0.03378
21.4,0.1103,0.06821,0.01614,-0.03378
21.5,0.1103,0.06821,0.01613,-0.03379
21.6,0.11029,0.0682,0.01613,-0.03379
21.7,0.11028,0.0682,0.01613,-0.0338
21.8,0.11028,0.06819,0.01612,-0.0338
21.9,0.11028,0.06819,0.01612,-0.0338
22,0.11027,0.06819,0.01612,-0.0338
22.1,0.11027,0.06818,0.01611,-0.03381
22.2,0.11026,0.06817,0.01611,-0.03381
22.3,0.11025,0.06817,0.0161,-0.03382
22.4,0.11024,0.06816,0.01609,-0.03383
22.5,0.11023,0.06815,0.01608,-0.03383
22.6,0.11023,0.06814,0.01608,-0.03384
22.7,0.11022,0.06814,0.01607,-0.03384
22.8,0.11021,0.06813,0.01607,-0.03385
22.9,0.1102,0.06812,0.01606,-0.03386
23,0.1102,0.06812,0.01605,-0.03386
23.1,0.11019,0.06811,0.01605,-0.03387
23.2,0.11018,0.0681,0.01604,-0.03387
23.3,0.11017,0.06809,0.01603,-0.03388
23.4,0.11016,0.06808,0.01603,-0.03389
23.5,0.11015,0.06808,0.01602,-0.03389
23.6,0.11014,0.06807,0.01601,-0.0339
23.7,0.11014,0.06806,0.016,-0.03391
23.8,0.11013,0.06805,0.016,-0.03391
23.9,0.11012,0.06804,0.01599,-0.03392
24,0.11011,0.06804,0.01598,-0.03393
24.1,0.1101,0.06803,0.01597,-0.03393
24.2,0.11009,0.06802,0.01597,-0.03394
24.3,0.11008,0.06801,0.01596,-0.03394
24.4,0.11007,0.068,0.01595,-0.03395
24.5,0.11006,0.06799,0.01594,-0.03396
24.6,0.11005,0.06798,0.01593,-0.03397
24.7,0.11004,0.06797,0.01593,-0.03398
24.8,0.11003,0.06797,0.01592,-0.03398
24.9,0.11002,0.06796,0.01591,-0.03399
25,0.11002,0.06795,0.0159,-0.034
25.1,0.11001,0.06794,0.0159,-0.034
25.2,0.11,0.06794,0.01589,-0.03401
25.3,0.10999,0.06793,0.01589,-0.03401
25.4,0.10999,0.06792,0.01588,-0.03402
25.5,0.10998,0.06792,0.01588,-0.03402
25.6,0.10996,0.0679,0.01586,-0.03403
25.7,0.10995,0.06789,0.01585,-0.03405
25.8,0.10994,0.06788,0.01584,-0.03406
25.9,0.10992,0.06786,0.01582,-0.03407
26,0.10991,0.06785,0.01581,-0.03408
26.1,0.10989,0.06784,0.0158,-0.03409
26.2,0.10988,0.06782,0.01579,-0.0341
26.3,0.10987,0.06781,0.01578,-0.03411
26.4,0.10985,0.0678,0.01576,-0.03412
26.5,0.10984,0.06778,0.01575,-0.03413
26.6,0.10983,0.06777,0.01574,-0.03414
26.7,0.10981,0.06776,0.01573,-0.03415
26.8,0.1098,0.06775,0.01572,-0.03416
26.9,0.10979,0.06774,0.01571,-0.03417
27,0.10978,0.06773,0.01571,-0.03418
27.1,0.10977,0.06772,0.0157,-0.03419
27.2,0.10976,0.06771,0.01569,-0.03419
27.3,0.10975,0.0677,0.01568,-0.0342
27.4,0.10974,0.06769,0.01567,-0.03421
27.5,0.10973,0.06769,0.01566,-0.03421
27.6,0.10972,0.06768,0.01566,-0.03422
27.7,0.10971,0.06767,0.01565,-0.03423
27.8,0.1097,0.06766,0.01564,-0.03424
27.9,0.10969,0.06765,0.01563,-0.03425
28,0.10967,0.06763,0.01562,-0.03426
28.1,0.10966,0.06762,0.0156,-0.03427
28.2,0.10964,0.06761,0.01559,-0.03428
28.3,0.10963,0.06759,0.01558,-0.03429
28.4,0.10962,0.06758,0.01557,-0.0343
28.5,0.1096,0.06757,0.01556,-0.03431
28.6,0.10959,0.06756,0.01555,-0.03432
28.7,0.10958,0.06754,0.01554,-0.03433
28.8,0.10957,0.06753,0.01553,-0.03434
28.9,0.10955,0.06752,0.01552,-0.03435
29,0.10954,0.06751,0.01551,-0.03436
29.1,0.10953,0.0675,0.0155,-0.03437
29.2,0.10951,0.06749,0.01548,-0.03438
29.3,0.1095,0.06747,0.01547,-0.03439
29.4,0.10949,0.06746,0.01546,-0.0344
29.5,0.10947,0.06745,0.01545,-0.03441
29.6,0.10946,0.06744,0.01544,-0.03442
29.7,0.10945,0.06742,0.01543,-0.03443
29.8,0.10943,0.06741,0.01542,-0.03444
29.9,0.10942,0.0674,0.01541,-0.03445
30,0.10941,0.06739,0.0154,-0.03446
30.1,0.10939,0.06738,0.01539,-0.03447
30.2,0.10938,0.06736,0.01537,-0.03448
30.3,0.10937,0.06735,0.01536,-0.03449
30.4,0.10935,0.06734,0.01535,-0.0345
30.5,0.10934,0.06733,0.01534,-0.03451
30.6,0.10933,0.06731,0.01533,-0.03452
30.7,0.10931,0.0673,0.01532,-0.03453
30.8,0.1093,0.06729,0.01531,-0.03454
30.9,0.10928,0.06727,0.01529,-0.03455
31,0.10927,0.06726,0.01528,-0.03456
31.1,0.10925,0.06724,0.01527,-0.03457
31.2,0.10924,0.06723,0.01526,-0.03458
31.3,0.10922,0.06721,0.01524,-0.0346
31.4,0.1092,0.0672,0.01522,-0.03461
31.5,0.10918,0.06718,0.01521,-0.03463
31.6,0.10916,0.06716,0.01519,-0.03464
31.7,0.10914,0.06714,0.01518,-0.03466
31.8,0.10912,0.06713,0.01516,-0.03467
31.9,0.10911,0.06711,0.01514,-0.03469
32,0.10909,0.06709,0.01513,-0.0347
32.1,0.10907,0.06707,0.01511,-0.03472
32.2,0.10905,0.06706,0.0151,-0.03473
32.3,0.10903,0.06704,0.01508,-0.03474
32.4,0.10901,0.06702,0.01507,-0.03476
32.5,0.109,0.06701,0.01505,-0.03477
32.6,0.10898,0.06699,0.01504,-0.03478
32.7,0.10896,0.06698,0.01503,-0.0348
32.8,0.10895,0.06696,0.01501,-0.03481
32.9,0.10893,0.06695,0.015,-0.03482
33,0.10891,0.06693,0.01498,-0.03483
33.1,0.10889,0.06691,0.01497,-0.03485
33.2,0.10888,0.0669,0.01495,-0.03486
33.3,0.10886,0.06688,0.01494,-0.03487
33.4,0.10884,0.06686,0.01492,-0.03489
33.5,0.10882,0.06685,0.01491,-0.0349
33.6,0.1088,0.06683,0.01489,-0.03491
33.7,0.10878,0.06681,0.01488,-0.03493
33.8,0.10876,0.06679,0.01486,-0.03494
33.9,0.10874,0.06677,0.01484,-0.03496
34,0.10872,0.06676,0.01483,-0.03497
34.1,0.10871,0.06674,0.01481,-0.03499
34.2,0.10869,0.06672,0.0148,-0.035
34.3,0.10867,0.06671,0.01478,-0.03501
34.4,0.10865,0.06669,0.01477,-0.03503
34.5,0.10863,0.06667,0.01475,-0.03504
34.6,0.10862,0.06666,0.01474,-0.03505
34.7,0.1086,0.06664,0.01473,-0.03506
34.8,0.10857,0.06662,0.01471,-0.03508
34.9,0.10855,0.0666,0.01469,-0.0351
35,0.10853,0.06657,0.01466,-0.03512
35.1,0.1085,0.06655,0.01464,-0.03514
35.2,0.10848,0.06653,0.01462,-0.03516
35.3,0.10846,0.06651,0.01461,-0.03518
35.4,0.10843,0.06649,0.01459,-0.03519
35.5,0.10841,0.06647,0.01457,-0.03521
35.6,0.10839,0.06645,0.01455,-0.03523
35.7,0.10837,0.06643,0.01453,-0.03524
35.8,0.10835,0.06641,0.01451,-0.03526
35.9,0.10832,0.06639,0.0145,-0.03527
36,0.10831,0.06637,0.01448,-0.03529
36.1,0.10829,0.06635,0.01447,-0.0353
36.2,0.10827,0.06633,0.01445,-0.03532
36.3,0.10825,0.06632,0.01443,-0.03533
36.4,0.10822,0.0663,0.01442,-0.03535
36.5,0.1082,0.06628,0.0144,-0.03536
36.6,0.10818,0.06626,0.01438,-0.03538
36.7,0.10816,0.06623,0.01436,-0.0354
36.8,0.10813,0.06621,0.01434,-0.03541
36.9,0.10811,0.06619,0.01432,-0.03543
37,0.10808,0.06617,0.0143,-0.03545
37.1,0.10806,0.06614,0.01428,-0.03547
37.2,0.10804,0.06612,0.01426,-0.03549
37.3,0.10801,0.0661,0.01424,-0.0355
37.4,0.10799,0.06608,0.01422,-0.03552
37.5,0.10796,0.06606,0.0142,-0.03554
37.6,0.10794,0.06604,0.01418,-0.03556
37.7,0.10792,0.06601,0.01416,-0.03557
37.8,0.10789,0.06599,0.01414,-0.03559
37.9,0.10787,0.06597,0.01412,-0.03561
38,0.10784,0.06594,0.0141,-0.03563
38.1,0.10781,0.06592,0.01408,-0.03565
38.2,0.10779,0.0659,0.01406,-0.03567
38.3,0.10776,0.06587,0.01404,-0.03569
38.4,0.10773,0.06585,0.01401,-0.03571
38.5,0.10771,0.06582,0.01399,-0.03573
38.6,0.10768,0.06579,0.01397,-0.03575
38.7,0.10765,0.06577,0.01394,-0.03577
38.8,0.10762,0.06574,0.01392,-0.0358
38.9,0.10759,0.06571,0.01389,-0.03582
39,0.10756,0.06568,0.01387,-0.03584
39.1,0.10753,0.06565,0.01384,-0.03587
39.2,0.10749,0.06562,0.01381,-0.03589
39.3,0.10746,0.06559,0.01379,-0.03592
39.4,0.10743,0.06557,0.01376,-0.03594
39.5,0.1074,0.06554,0.01374,-0.03596
39.6,0.10737,0.06551,0.01371,-0.03598
39.7,0.10734,0.06549,0.01369,-0.036
39.8,0.10732,0.06546,0.01367,-0.03602
39.9,0.10728,0.06543,0.01364,-0.03605
40,0.10725,0.0654,0.01361,-0.03607
40.1,0.10722,0.06537,0.01359,-0.03609
40.2,0.10719,0.06534,0.01356,-0.03612
40.3,0.10716,0.06531,0.01353,-0.03614
40.4,0.10712,0.06528,0.01351,-0.03617
40.5,0.10709,0.06525,0.01348,-0.03619
40.6,0.10706,0.06522,0.01345,-0.03622
40.7,0.10703,0.06519,0.01343,-0.03624
40.8,0.10699,0.06516,0.0134,-0.03627
40.9,0.10696,0.06513,0.01337,-0.03629
41,0.10693,0.0651,0.01334,-0.03631
41.1,0.10689,0.06507,0.01332,-0.03634
41.2,0.10686,0.06504,0.01329,-0.03636
41.3,0.10682,0.06501,0.01326,-0.03639
41.4,0.10679,0.06498,0.01323,-0.03642
41.5,0.10675,0.06494,0.0132,-0.03644
41.6,0.10672,0.06491,0.01317,-0.03647
41.7,0.10668,0.06488,0.01314,-0.0365
41.8,0.10665,0.06485,0.01312,-0.03652
41.9,0.10662,0.06482,0.01309,-0.03654
42,0.10659,0.06479,0.01307,-0.03656
42.1,0.10655,0.06476,0.01304,-0.03659
42.2,0.10652,0.06473,0.01301,-0.03661
42.3,0.10649,0.0647,0.01299,-0.03663
42.4,0.10646,0.06467,0.01296,-0.03666
42.5,0.10643,0.06464,0.01294,-0.03668
42.6,0.1064,0.06462,0.01291,-0.0367
42.7,0.10636,0.06459,0.01289,-0.03672
42.8,0.10633,0.06456,0.01286,-0.03674
42.9,0.1063,0.06453,0.01283,-0.03677
43,0.10626,0.06449,0.0128,-0.0368
43.1,0.10622,0.06445,0.01277,-0.03683
43.2,0.10618,0.06441,0.01273,-0.03686
43.3,0.10614,0.06438,0.0127,-0.03689
43.4,0.1061,0.06434,0.01267,-0.03692
43.5,0.10606,0.06431,0.01264,-0.03695
43.6,0.10602,0.06427,0.01261,-0.03697
43.7,0.10598,0.06423,0.01257,-0.037
43.8,0.10594,0.0642,0.01254,-0.03703
43.9,0.1059,0.06417,0.01251,-0.03706
44,0.10587,0.06413,0.01248,-0.03708
44.1,0.10583,0.0641,0.01245,-0.03711
44.2,0.10579,0.06406,0.01242,-0.03713
44.3,0.10575,0.06403,0.01239,-0.03716
44.4,0.10571,0.06399,0.01236,-0.03719
44.5,0.10567,0.06396,0.01233,-0.03722
44.6,0.10563,0.06392,0.0123,-0.03725
44.7,0.10559,0.06388,0.01226,-0.03728
44.8,0.10555,0.06384,0.01223,-0.03731
44.9,0.10551,0.0638,0.01219,-0.03734
45,0.10546,0.06376,0.01216,-0.03737
45.1,0.10542,0.06372,0.01212,-0.0374
45.2,0.10537,0.06368,0.01209,-0.03743
45.3,0.10533,0.06365,0.01205,-0.03746
45.4,0.10529,0.06361,0.01202,-0.03749
45.5,0.10526,0.06358,0.012,-0.03751
45.6,0.10522,0.06354,0.01197,-0.03754
45.7,0.10518,0.06351,0.01194,-0.03756
45.8,0.10515,0.06348,0.01191,-0.03758
45.9,0.10512,0.06345,0.01189,-0.0376
46,0.10508,0.06342,0.01187,-0.03762
46.1,0.10505,0.06339,0.01184,-0.03764
46.2,0.10502,0.06337,0.01182,-0.03766
46.3,0.10499,0.06334,0.0118,-0.03767
46.4,0.10496,0.06331,0.01177,-0.03769
46.5,0.10492,0.06328,0.01174,-0.03772
46.6,0.10488,0.06324,0.01172,-0.03774
46.7,0.10484,0.06321,0.01169,-0.03776
46.8,0.10481,0.06318,0.01167,-0.03778
46.9,0.10478,0.06316,0.01165,-0.0378
47,0.10475,0.06313,0.01163,-0.03781
47.1,0.10472,0.06311,0.01161,-0.03782
47.2,0.1047,0.06309,0.0116,-0.03783
47.3,0.10467,0.06307,0.01158,-0.03784
47.4,0.10465,0.06306,0.01157,-0.03784
47.5,0.10464,0.06304,0.01157,-0.03784
47.6,0.10462,0.06303,0.01156,-0.03784
47.7,0.10461,0.06302,0.01156,-0.03784
47.8,0.1046,0.06302,0.01156,-0.03783
47.9,0.10459,0.06302,0.01157,-0.03782
48,0.10459,0.06302,0.01158,-0.0378
48.1,0.10459,0.06303,0.01159,-0.03778
48.2,0.1046,0.06304,0.01161,-0.03776
48.3,0.10461,0.06306,0.01163,-0.03773
48.4,0.10462,0.06308,0.01166,-0.03769
48.5,0.10464,0.0631,0.01169,-0.03766
48.6,0.10466,0.06313,0.01172,-0.03761
48.7,0.10469,0.06316,0.01176,-0.03757
48.8,0.10472,0.0632,0.01181,-0.03751
48.9,0.10477,0.06325,0.01187,-0.03745
49,0.10481,0.0633,0.01193,-0.03738
49.1,0.10486,0.06336,0.01199,-0.0373
49.2,0.10492,0.06342,0.01206,-0.03723
49.3,0.10498,0.06348,0.01213,-0.03715
49.4,0.10504,0.06355,0.0122,-0.03706
49.5,0.1051,0.06362,0.01228,-0.03697
49.6,0.10517,0.06369,0.01237,-0.03688
49.7,0.10524,0.06377,0.01245,-0.03678
49.8,0.10532,0.06385,0.01254,-0.03668
49.9,0.1054,0.06394,0.01264,-0.03658
50,0.10547,0.06402,0.01273,-0.03647
50.1,0.10552,0.06408,0.01279,-0.0364
50.2,0.10554,0.0641,0.01282,-0.03636
50.3,0.10552,0.06409,0.01282,-0.03636
50.4,0.10548,0.06405,0.01279,-0.03638
50.5,0.1054,0.06398,0.01273,-0.03643
50.6,0.1053,0.06388,0.01264,-0.03652
50.7,0.10516,0.06376,0.01252,-0.03664
50.8,0.105,0.0636,0.01237,-0.03678
50.9,0.1048,0.06341,0.01218,-0.03696
51,0.10458,0.06319,0.01197,-0.03717
51.1,0.10435,0.06297,0.01176,-0.03738
51.2,0.10414,0.06277,0.01156,-0.03758
51.3,0.10393,0.06256,0.01136,-0.03777
51.4,0.10372,0.06235,0.01116,-0.03797
51.5,0.1035,0.06214,0.01096,-0.03817
51.6,0.10328,0.06193,0.01075,-0.03837
51.7,0.10306,0.06172,0.01055,-0.03858
51.8,0.10284,0.0615,0.01034,-0.03878
51.9,0.10262,0.06129,0.01013,-0.03898
52,0.1024,0.06107,0.00992,-0.03919
52.1,0.10217,0.06085,0.00971,-0.0394
52.2,0.10195,0.06064,0.0095,-0.0396
52.3,0.10175,0.06045,0.00932,-0.03978
52.4,0.10156,0.06026,0.00915,-0.03995
52.5,0.10137,0.06008,0.00897,-0.04012
52.6,0.10119,0.05991,0.00881,-0.04028
52.7,0.10101,0.05973,0.00864,-0.04044
52.8,0.10083,0.05956,0.00848,-0.04059
52.9,0.10066,0.0594,0.00832,-0.04074
53,0.10049,0.05924,0.00817,-0.04089
53.1,0.10032,0.05908,0.00802,-0.04103
53.2,0.10016,0.05892,0.00788,-0.04117
53.3,0.1,0.05877,0.00774,-0.0413
53.4,0.09985,0.05863,0.0076,-0.04143
53.5,0.0997,0.05848,0.00747,-0.04156
53.6,0.09954,0.05834,0.00733,-0.04169
53.7,0.09939,0.05819,0.0072,-0.04181
53.8,0.09924,0.05805,0.00706,-0.04194
53.9,0.09908,0.05791,0.00693,-0.04206
54,0.09893,0.05776,0.0068,-0.04219
54.1,0.09878,0.05762,0.00667,-0.04231
54.2,0.09863,0.05748,0.00654,-0.04244
54.3,0.09848,0.05734,0.0064,-0.04256
54.4,0.09833,0.05719,0.00627,-0.04268
54.5,0.09817,0.05705,0.00614,-0.0428
54.6,0.09802,0.05691,0.00601,-0.04292
54.7,0.09787,0.05677,0.00588,-0.04304
54.8,0.09772,0.05663,0.00576,-0.04316
54.9,0.09757,0.05649,0.00562,-0.04328
55,0.09742,0.05634,0.00549,-0.0434
55.1,0.09726,0.0562,0.00536,-0.04353
55.2,0.0971,0.05605,0.00523,-0.04365
55.3,0.09695,0.05591,0.0051,-0.04377
55.4,0.09679,0.05576,0.00496,-0.0439
55.5,0.09663,0.05561,0.00483,-0.04402
55.6,0.09647,0.05546,0.00469,-0.04415
55.7,0.09631,0.05531,0.00455,-0.04427
55.8,0.09615,0.05516,0.00442,-0.0444
55.9,0.09598,0.05501,0.00428,-0.04452
56,0.09582,0.05486,0.00414,-0.04465
56.1,0.09565,0.05471,0.004,-0.04478
56.2,0.09549,0.05455,0.00386,-0.04491
56.3,0.09532,0.05439,0.00372,-0.04504
56.4,0.09515,0.05423,0.00357,-0.04517
56.5,0.09497,0.05407,0.00343,-0.0453
56.6,0.0948,0.05391,0.00328,-0.04544
56.7,0.09462,0.05375,0.00313,-0.04557
56.8,0.09444,0.05358,0.00298,-0.04571
56.9,0.09426,0.05342,0.00283,-0.04585
57,0.09408,0.05325,0.00268,-0.04599
57.1,0.09389,0.05307,0.00251,-0.04614
57.2,0.09369,0.05289,0.00235,-0.04629
57.3,0.0935,0.0527,0.00218,-0.04644
57.4,0.0933,0.05252,0.00201,-0.0466
57.5,0.09309,0.05233,0.00184,-0.04676
57.6,0.09289,0.05214,0.00167,-0.04692
57.7,0.09268,0.05194,0.00149,-0.04708
57.8,0.09247,0.05175,0.00131,-0.04724
57.9,0.09225,0.05155,0.00113,-0.04741
58,0.09204,0.05135,9.50E-04,-0.04758
58.1,0.09182,0.05114,7.65E-04,-0.04775
58.2,0.09159,0.05094,5.78E-04,-0.04792
58.3,0.09137,0.05073,3.92E-04,-0.04809
58.4,0.09115,0.05052,2.02E-04,-0.04826
58.5,0.09092,0.05031,8.70E-06,-0.04844
58.6,0.09068,0.05009,-1.88E-04,-0.04862
58.7,0.09044,0.04987,-3.88E-04,-0.0488
58.8,0.0902,0.04964,-5.92E-04,-0.04899
58.9,0.08996,0.04942,-7.99E-04,-0.04918
59,0.08971,0.04918,-0.00101,-0.04937
59.1,0.08945,0.04895,-0.00122,-0.04957
59.2,0.08919,0.04871,-0.00144,-0.04977
59.3,0.08893,0.04846,-0.00166,-0.04997
59.4,0.08866,0.04822,-0.00189,-0.05018
59.5,0.08839,0.04796,-0.00212,-0.05039
59.6,0.0881,0.0477,-0.00236,-0.05061
59.7,0.08782,0.04743,-0.0026,-0.05083
59.8,0.08752,0.04716,-0.00285,-0.05106
59.9,0.08722,0.04688,-0.0031,-0.05129
60,0.08692,0.0466,-0.00336,-0.05153
60.1,0.08661,0.04631,-0.00362,-0.05177
60.2,0.08629,0.04601,-0.00389,-0.05202
60.3,0.08597,0.04571,-0.00417,-0.05227
60.4,0.08564,0.04541,-0.00444,-0.05252
60.5,0.08531,0.0451,-0.00473,-0.05278
60.6,0.08497,0.04478,-0.00501,-0.05305
60.7,0.08463,0.04447,-0.0053,-0.05331
60.8,0.08428,0.04414,-0.00559,-0.05358
60.9,0.08393,0.04381,-0.00589,-0.05386
61,0.08356,0.04347,-0.0062,-0.05414
61.1,0.08319,0.04313,-0.00652,-0.05443
61.2,0.08281,0.04277,-0.00684,-0.05473
61.3,0.08242,0.04241,-0.00717,-0.05504
61.4,0.08202,0.04204,-0.00751,-0.05535
61.5,0.08161,0.04166,-0.00785,-0.05566
61.6,0.0812,0.04127,-0.00821,-0.05599
61.7,0.08077,0.04088,-0.00857,-0.05632
61.8,0.08034,0.04048,-0.00893,-0.05665
61.9,0.07991,0.04008,-0.0093,-0.05699
62,0.07947,0.03966,-0.00967,-0.05734
62.1,0.07901,0.03924,-0.01006,-0.05769
62.2,0.07855,0.03881,-0.01045,-0.05805
62.3,0.07808,0.03837,-0.01085,-0.05842
62.4,0.07759,0.03792,-0.01126,-0.0588
62.5,0.0771,0.03746,-0.01168,-0.05919
